vector_size,window,min_count,epochs,hs,negative,sample,self_similarity,second_similarity
150,3,5,20,None,None,None,0.433,0.52
150,3,5,100,None,None,None,0.585,0.693
150,3,5,150,None,None,None,0.601,0.711
150,3,5,200,None,None,None,0.596,0.707
150,3,5,250,None,None,None,0.602,0.719
150,3,5,300,None,None,None,0.606,0.725
200,2,2,10,None,None,None,0.399,0.484
200,2,2,20,None,None,None,0.487,0.576
200,2,2,100,None,None,None,0.586,0.692
200,2,2,150,None,None,None,0.583,0.701
200,2,2,200,None,None,None,0.595,0.709
200,2,2,250,None,None,None,0.595,0.704
200,2,2,300,None,None,None,0.609,0.714
200,2,3,10,None,None,None,0.391,0.467
200,2,3,20,None,None,None,0.485,0.58
200,2,3,100,None,None,None,0.581,0.692
200,2,3,150,None,None,None,0.589,0.702
200,2,3,200,None,None,None,0.595,0.702
200,2,3,250,None,None,None,0.605,0.713
200,2,3,300,None,None,None,0.611,0.72
200,2,5,10,None,None,None,0.401,0.471
200,2,5,20,None,None,None,0.517,0.603
200,2,5,100,None,None,None,0.593,0.701
200,2,5,150,None,None,None,0.602,0.709
200,2,5,200,None,None,None,0.599,0.709
200,2,5,250,None,None,None,0.613,0.729
200,2,5,300,None,None,None,0.604,0.724
200,3,2,10,None,None,None,0.319,0.38
200,3,2,20,None,None,None,0.414,0.485
200,3,2,100,None,None,None,0.566,0.663
200,3,2,150,None,None,None,0.584,0.688
200,3,2,200,None,None,None,0.597,0.7
200,3,2,250,None,None,None,0.598,0.708
200,3,2,300,None,None,None,0.602,0.714
200,3,3,10,None,None,None,0.328,0.389
200,3,3,20,None,None,None,0.432,0.51
200,3,3,100,None,None,None,0.576,0.681
200,3,3,150,None,None,None,0.593,0.695
200,3,3,200,None,None,None,0.59,0.701
200,3,3,250,None,None,None,0.609,0.715
200,3,3,300,None,None,None,0.597,0.709
200,3,5,10,None,None,None,0.336,0.397
200,3,5,20,None,None,None,0.443,0.526
200,3,5,100,None,None,None,0.59,0.691
200,3,5,150,None,None,None,0.588,0.7
200,3,5,200,None,None,None,0.593,0.697
200,3,5,250,None,None,None,0.602,0.716
200,3,5,300,None,None,None,0.609,0.718
250,2,2,10,None,None,None,0.393,0.461
250,2,2,20,None,None,None,0.484,0.571
250,2,2,100,None,None,None,0.578,0.673
250,2,2,150,None,None,None,0.574,0.691
250,2,2,200,None,None,None,0.6,0.708
250,2,2,250,None,None,None,0.594,0.705
250,2,2,300,None,None,None,0.59,0.705
250,2,3,10,None,None,None,0.388,0.468
250,2,3,20,None,None,None,0.49,0.574
250,2,3,100,None,None,None,0.567,0.679
250,2,3,150,None,None,None,0.587,0.693
250,2,3,200,None,None,None,0.591,0.702
250,2,3,250,None,None,None,0.605,0.713
250,2,3,300,None,None,None,0.594,0.71
250,2,5,10,None,None,None,0.396,0.474
250,2,5,20,None,None,None,0.507,0.599
250,2,5,100,None,None,None,0.57,0.685
250,2,5,150,None,None,None,0.593,0.703
250,2,5,200,None,None,None,0.592,0.709
250,2,5,250,None,None,None,0.598,0.721
250,2,5,300,None,None,None,0.6,0.715
250,3,2,10,None,None,None,0.329,0.379
250,3,2,20,None,None,None,0.398,0.477
250,3,2,100,None,None,None,0.558,0.656
250,3,2,150,None,None,None,0.572,0.674
250,3,2,200,None,None,None,0.581,0.688
250,3,2,250,None,None,None,0.587,0.693
250,3,2,300,None,None,None,0.589,0.69
250,3,3,10,None,None,None,0.332,0.391
250,3,3,20,None,None,None,0.434,0.514
250,3,3,100,None,None,None,0.564,0.671
250,3,3,150,None,None,None,0.572,0.678
250,3,3,200,None,None,None,0.585,0.688
250,3,3,250,None,None,None,0.587,0.694
250,3,3,300,None,None,None,0.589,0.704
250,3,5,10,None,None,None,0.331,0.389
250,3,5,20,None,None,None,0.434,0.52
250,3,5,100,None,None,None,0.571,0.67
250,3,5,150,None,None,None,0.579,0.679
250,3,5,200,None,None,None,0.58,0.703
250,3,5,250,None,None,None,0.598,0.708
250,3,5,300,None,None,None,0.588,0.707
300,2,2,10,None,None,None,0.399,0.466
300,2,2,20,None,None,None,0.481,0.562
300,2,2,100,None,None,None,0.564,0.668
300,2,2,150,None,None,None,0.583,0.684
300,2,2,200,None,None,None,0.589,0.696
300,2,2,250,None,None,None,0.585,0.697
300,2,2,300,None,None,None,0.594,0.705
300,2,3,10,None,None,None,0.402,0.469
300,2,3,20,None,None,None,0.493,0.578
300,2,3,100,None,None,None,0.569,0.686
300,2,3,150,None,None,None,0.572,0.683
300,2,3,200,None,None,None,0.588,0.701
300,2,3,250,None,None,None,0.601,0.719
300,2,3,300,None,None,None,0.602,0.718
300,2,5,10,None,None,None,0.404,0.471
300,2,5,20,None,None,None,0.5,0.588
300,2,5,100,None,None,None,0.569,0.691
300,2,5,150,None,None,None,0.579,0.692
300,2,5,200,None,None,None,0.59,0.7
300,2,5,250,None,None,None,0.599,0.719
300,2,5,300,None,None,None,0.602,0.716
300,3,2,10,None,None,None,0.328,0.385
300,3,2,20,None,None,None,0.412,0.479
300,3,2,100,None,None,None,0.547,0.641
300,3,2,150,None,None,None,0.566,0.662
300,3,2,200,None,None,None,0.568,0.677
300,3,2,250,None,None,None,0.586,0.692
300,3,2,300,None,None,None,0.593,0.697
300,3,3,10,None,None,None,0.339,0.401
300,3,3,20,None,None,None,0.423,0.492
300,3,3,100,None,None,None,0.559,0.663
300,3,3,150,None,None,None,0.571,0.676
300,3,3,200,None,None,None,0.58,0.692
300,3,3,250,None,None,None,0.588,0.696
300,3,3,300,None,None,None,0.59,0.699
300,3,5,10,None,None,None,0.334,0.392
300,3,5,20,None,None,None,0.434,0.517
300,3,5,100,None,None,None,0.562,0.666
300,3,5,150,None,None,None,0.573,0.688
300,3,5,200,None,None,None,0.585,0.698
300,3,5,250,None,None,None,0.594,0.707
300,3,5,300,None,None,None,0.595,0.709
100,2,10,15,1,0,0.1,0.687,0.796
100,2,10,25,1,0,0.1,0.681,0.789
150,2,10,15,1,0,0.1,0.694,0.792
150,2,10,25,1,0,0.1,0.675,0.782
100,2,5,30,1,0,0.1,0.707,0.81
125,2,5,30,1,0,0.1,0.705,0.802
150,2,5,30,1,0,0.1,0.696,0.798
70,2,5,20,1,0,0.1,0.705,0.81
70,2,5,25,1,0,0.1,0.708,0.81
70,2,5,30,1,0,0.1,0.698,0.805
80,2,5,20,1,0,0.1,0.709,0.806
80,2,5,25,1,0,0.1,0.695,0.801
80,2,5,30,1,0,0.1,0.702,0.805
90,2,5,20,1,0,0.1,0.712,0.816
90,2,5,25,1,0,0.1,0.702,0.81
90,2,5,30,1,0,0.1,0.708,0.816
100,2,5,20,1,0,0.1,0.718,0.818
100,2,5,25,1,0,0.1,0.715,0.813
100,2,5,30,1,0,0.1,0.701,0.804
110,2,5,20,1,0,0.1,0.705,0.814
110,2,5,25,1,0,0.1,0.712,0.82
110,2,5,30,1,0,0.1,0.704,0.802
100,2,5,15,1,0,0.1,0.728,0.825
100,2,5,20,1,0,0.1,0.704,0.81
100,2,5,10,1,0,0.1,0.718,0.821
100,2,5,12,1,0,0.1,0.721,0.819
100,2,5,15,1,0,0.1,0.714,0.81
20,2,5,10,1,0,0.1,0.403,0.531
20,2,5,12,1,0,0.1,0.453,0.568
100,2,3,200,1,0,0,0.624,0.721
51,2,3,10,1,0,0,0.641,0.757
51,2,3,15,1,0,0,0.661,0.761
51,2,3,20,1,0,0,0.648,0.762
52,2,3,10,1,0,0,0.654,0.762
51,2,3,30,1,0,0,0.626,0.741
51,2,3,70,1,0,0,0.609,0.722
